,0,1,2,3,4,5,6,7,8
732,Washington Bullets,101.0,San Antonio Spurs,116.0,Box Score,,,,
733,Milwaukee Bucks,93.0,Atlanta Hawks,98.0,Box Score,,,,
734,Philadelphia 76ers,105.0,Boston Celtics,103.0,Box Score,,,,
735,Portland Trail Blazers,90.0,Buffalo Braves,96.0,Box Score,,,,
736,Chicago Bulls,95.0,Denver Nuggets,98.0,Box Score,,,,
737,Cleveland Cavaliers,95.0,Indiana Pacers,90.0,Box Score,,,,
738,Golden State Warriors,113.0,Kansas City Kings,106.0,Box Score,,,,
739,Phoenix Suns,112.0,Los Angeles Lakers,128.0,Box Score,,,,
740,Detroit Pistons,130.0,New Jersey Nets,125.0,Box Score,,,,
741,Detroit Pistons,98.0,Boston Celtics,105.0,Box Score,,,,
742,San Antonio Spurs,115.0,Buffalo Braves,123.0,Box Score,OT,,,
743,Golden State Warriors,103.0,Chicago Bulls,96.0,Box Score,,,,
744,Houston Rockets,98.0,Cleveland Cavaliers,119.0,Box Score,,,,
745,Phoenix Suns,106.0,Milwaukee Bucks,121.0,Box Score,,,,
746,Los Angeles Lakers,135.0,New York Knicks,117.0,Box Score,,,,
747,New Orleans Jazz,109.0,Portland Trail Blazers,103.0,Box Score,,,,
748,Seattle SuperSonics,115.0,Washington Bullets,120.0,Box Score,,,,
749,Golden State Warriors,111.0,Denver Nuggets,123.0,Box Score,,,,
750,San Antonio Spurs,135.0,Detroit Pistons,106.0,Box Score,,,,
751,Buffalo Braves,106.0,Indiana Pacers,111.0,Box Score,,,,
752,Phoenix Suns,98.0,New Jersey Nets,117.0,Box Score,,,,
753,Los Angeles Lakers,93.0,Philadelphia 76ers,113.0,Box Score,,,,
754,Washington Bullets,107.0,Chicago Bulls,111.0,Box Score,,,,
755,Boston Celtics,102.0,Cleveland Cavaliers,112.0,Box Score,,,,
756,Atlanta Hawks,98.0,Golden State Warriors,104.0,Box Score,,,,
757,Detroit Pistons,106.0,Houston Rockets,98.0,Box Score,,,,
758,New Orleans Jazz,98.0,Seattle SuperSonics,123.0,Box Score,,,,
759,Phoenix Suns,108.0,Boston Celtics,115.0,Box Score,,,,
760,Milwaukee Bucks,127.0,Buffalo Braves,136.0,Box Score,,,,
761,New York Knicks,117.0,Chicago Bulls,129.0,Box Score,,,,
762,Seattle SuperSonics,105.0,Los Angeles Lakers,98.0,Box Score,,,,
763,Denver Nuggets,109.0,New Jersey Nets,111.0,Box Score,OT,,,
764,Kansas City Kings,112.0,Philadelphia 76ers,123.0,Box Score,,,,
765,San Antonio Spurs,118.0,Portland Trail Blazers,99.0,Box Score,,,,
766,Indiana Pacers,105.0,Washington Bullets,99.0,Box Score,,,,
767,Kansas City Kings,110.0,Boston Celtics,117.0,Box Score,,,,
768,New Orleans Jazz,96.0,Golden State Warriors,88.0,Box Score,,,,
769,New Jersey Nets,106.0,Houston Rockets,104.0,Box Score,,,,
770,Milwaukee Bucks,113.0,Indiana Pacers,104.0,Box Score,,,,
771,Philadelphia 76ers,141.0,New York Knicks,127.0,Box Score,,,,
772,Atlanta Hawks,86.0,Portland Trail Blazers,105.0,Box Score,,,,
773,Denver Nuggets,95.0,Boston Celtics,122.0,Box Score,,,,
774,Phoenix Suns,123.0,Cleveland Cavaliers,112.0,Box Score,,,,
775,Chicago Bulls,92.0,Detroit Pistons,112.0,Box Score,,,,
776,Buffalo Braves,108.0,Kansas City Kings,122.0,Box Score,,,,
777,Atlanta Hawks,87.0,Los Angeles Lakers,101.0,Box Score,,,,
778,New York Knicks,118.0,Philadelphia 76ers,125.0,Box Score,,,,
779,San Antonio Spurs,98.0,Seattle SuperSonics,116.0,Box Score,,,,
780,Milwaukee Bucks,117.0,Washington Bullets,106.0,Box Score,,,,
781,Indiana Pacers,127.0,Cleveland Cavaliers,104.0,Box Score,,,,
782,Houston Rockets,99.0,Chicago Bulls,101.0,Box Score,,,,
783,New York Knicks,115.0,Denver Nuggets,114.0,Box Score,,,,
784,Kansas City Kings,116.0,Detroit Pistons,111.0,Box Score,,,,
785,Buffalo Braves,104.0,Golden State Warriors,111.0,Box Score,,,,
786,Phoenix Suns,115.0,Indiana Pacers,119.0,Box Score,,,,
787,Atlanta Hawks,86.0,Milwaukee Bucks,100.0,Box Score,,,,
788,New Jersey Nets,114.0,New Orleans Jazz,117.0,Box Score,,,,
789,Seattle SuperSonics,96.0,Portland Trail Blazers,102.0,Box Score,,,,
790,Los Angeles Lakers,105.0,San Antonio Spurs,109.0,Box Score,,,,
791,Boston Celtics,107.0,Washington Bullets,119.0,Box Score,,,,
792,Cleveland Cavaliers,99.0,Boston Celtics,105.0,Box Score,,,,
793,Los Angeles Lakers,124.0,Houston Rockets,106.0,Box Score,,,,
794,Philadelphia 76ers,108.0,Kansas City Kings,120.0,Box Score,,,,
795,Chicago Bulls,99.0,New Jersey Nets,105.0,Box Score,,,,
796,Washington Bullets,124.0,New Orleans Jazz,109.0,Box Score,,,,
797,Buffalo Braves,92.0,Seattle SuperSonics,97.0,Box Score,,,,
798,Indiana Pacers,115.0,Golden State Warriors,119.0,Box Score,,,,
799,Portland Trail Blazers,109.0,Milwaukee Bucks,116.0,Box Score,,,,
800,New York Knicks,108.0,Phoenix Suns,120.0,Box Score,,,,
801,Denver Nuggets,106.0,San Antonio Spurs,123.0,Box Score,,,,
802,New Orleans Jazz,94.0,Atlanta Hawks,96.0,Box Score,OT,,,
803,Chicago Bulls,97.0,Boston Celtics,96.0,Box Score,,,,
804,Portland Trail Blazers,95.0,Detroit Pistons,107.0,Box Score,,,,
805,Kansas City Kings,103.0,Houston Rockets,107.0,Box Score,,,,
806,Buffalo Braves,115.0,Los Angeles Lakers,120.0,Box Score,,,,
807,Washington Bullets,107.0,New Jersey Nets,104.0,Box Score,,,,
808,Milwaukee Bucks,122.0,Philadelphia 76ers,131.0,Box Score,,,,
809,Indiana Pacers,102.0,Seattle SuperSonics,104.0,Box Score,,,,
810,New York Knicks,123.0,Golden State Warriors,133.0,Box Score,,,,
811,San Antonio Spurs,132.0,Kansas City Kings,130.0,Box Score,,,,
812,Buffalo Braves,106.0,Phoenix Suns,112.0,Box Score,,,,
813,Atlanta Hawks,95.0,Washington Bullets,98.0,Box Score,,,,
814,Chicago Bulls,78.0,Cleveland Cavaliers,95.0,Box Score,,,,
815,Indiana Pacers,99.0,Los Angeles Lakers,110.0,Box Score,,,,
816,Detroit Pistons,109.0,Milwaukee Bucks,110.0,Box Score,OT,,,
817,Denver Nuggets,109.0,New Orleans Jazz,100.0,Box Score,,,,
818,Portland Trail Blazers,100.0,Philadelphia 76ers,116.0,Box Score,,,,
819,Boston Celtics,101.0,Seattle SuperSonics,112.0,Box Score,,,,
820,New Jersey Nets,118.0,Washington Bullets,104.0,Box Score,,,,
821,Golden State Warriors,88.0,Cleveland Cavaliers,98.0,Box Score,,,,
822,Los Angeles Lakers,104.0,Atlanta Hawks,105.0,Box Score,,,,
823,Detroit Pistons,123.0,Buffalo Braves,118.0,Box Score,,,,
824,Kansas City Kings,128.0,Chicago Bulls,105.0,Box Score,,,,
825,Seattle SuperSonics,100.0,Cleveland Cavaliers,112.0,Box Score,,,,
826,Denver Nuggets,103.0,New York Knicks,106.0,Box Score,,,,
827,Boston Celtics,104.0,Portland Trail Blazers,92.0,Box Score,,,,
828,Golden State Warriors,108.0,San Antonio Spurs,94.0,Box Score,,,,
829,Boston Celtics,106.0,Denver Nuggets,109.0,Box Score,,,,
830,Seattle SuperSonics,116.0,Detroit Pistons,121.0,Box Score,,,,
831,Golden State Warriors,112.0,Houston Rockets,89.0,Box Score,,,,
832,San Antonio Spurs,106.0,Indiana Pacers,91.0,Box Score,,,,
833,Los Angeles Lakers,108.0,New Orleans Jazz,103.0,Box Score,,,,
834,Buffalo Braves,118.0,Philadelphia 76ers,149.0,Box Score,,,,
835,Portland Trail Blazers,94.0,Phoenix Suns,127.0,Box Score,,,,
836,Kansas City Kings,108.0,Washington Bullets,105.0,Box Score,OT,,,
837,San Antonio Spurs,99.0,Cleveland Cavaliers,95.0,Box Score,,,,
838,Indiana Pacers,100.0,Milwaukee Bucks,105.0,Box Score,,,,
839,Washington Bullets,123.0,New York Knicks,108.0,Box Score,,,,
840,Philadelphia 76ers,110.0,Atlanta Hawks,111.0,Box Score,OT,,,
841,San Antonio Spurs,120.0,Boston Celtics,117.0,Box Score,,,,
842,Detroit Pistons,107.0,Chicago Bulls,117.0,Box Score,,,,
843,Seattle SuperSonics,111.0,Denver Nuggets,109.0,Box Score,,,,
844,Golden State Warriors,111.0,Indiana Pacers,103.0,Box Score,,,,
845,Portland Trail Blazers,103.0,Los Angeles Lakers,101.0,Box Score,,,,
846,Milwaukee Bucks,114.0,New Jersey Nets,122.0,Box Score,,,,
847,New York Knicks,117.0,New Orleans Jazz,116.0,Box Score,,,,
848,Kansas City Kings,112.0,Phoenix Suns,136.0,Box Score,,,,
849,Cleveland Cavaliers,102.0,Washington Bullets,101.0,Box Score,,,,
851,Chicago Bulls,110.0,Buffalo Braves,102.0,Box Score,,,,
852,Detroit Pistons,99.0,Cleveland Cavaliers,113.0,Box Score,,,,
853,Philadelphia 76ers,112.0,Houston Rockets,116.0,Box Score,,,,
854,New Orleans Jazz,108.0,Boston Celtics,119.0,Box Score,,,,
855,New Jersey Nets,113.0,Atlanta Hawks,124.0,Box Score,,,,
856,Indiana Pacers,123.0,Boston Celtics,120.0,Box Score,,,,
857,Houston Rockets,100.0,Denver Nuggets,109.0,Box Score,,,,
858,Milwaukee Bucks,129.0,Detroit Pistons,121.0,Box Score,,,,
859,Kansas City Kings,127.0,Los Angeles Lakers,133.0,Box Score,,,,
860,Golden State Warriors,99.0,Phoenix Suns,105.0,Box Score,,,,
861,Philadelphia 76ers,107.0,San Antonio Spurs,111.0,Box Score,,,,
862,Portland Trail Blazers,86.0,Seattle SuperSonics,101.0,Box Score,,,,
863,New York Knicks,114.0,Washington Bullets,109.0,Box Score,,,,
864,Denver Nuggets,104.0,Buffalo Braves,95.0,Box Score,,,,
865,Boston Celtics,104.0,Chicago Bulls,116.0,Box Score,,,,
866,Buffalo Braves,105.0,Cleveland Cavaliers,116.0,Box Score,,,,
867,Kansas City Kings,119.0,Golden State Warriors,130.0,Box Score,,,,
868,New Jersey Nets,129.0,Indiana Pacers,121.0,Box Score,,,,
869,Los Angeles Lakers,103.0,Milwaukee Bucks,102.0,Box Score,,,,
870,Philadelphia 76ers,119.0,New Orleans Jazz,120.0,Box Score,,,,
871,Atlanta Hawks,105.0,New York Knicks,101.0,Box Score,,,,
872,Houston Rockets,101.0,Portland Trail Blazers,89.0,Box Score,,,,
873,Phoenix Suns,119.0,San Antonio Spurs,125.0,Box Score,,,,
874,Atlanta Hawks,87.0,Buffalo Braves,74.0,Box Score,,,,
875,Los Angeles Lakers,119.0,Washington Bullets,125.0,Box Score,,,,
876,Houston Rockets,100.0,Seattle SuperSonics,113.0,Box Score,,,,
877,New Jersey Nets,121.0,Denver Nuggets,129.0,Box Score,,,,
878,Detroit Pistons,115.0,Philadelphia 76ers,126.0,Box Score,,,,
879,Washington Bullets,112.0,Boston Celtics,103.0,Box Score,,,,"at Providence, RI"
880,Milwaukee Bucks,105.0,Cleveland Cavaliers,117.0,Box Score,,,,
881,Portland Trail Blazers,96.0,Golden State Warriors,115.0,Box Score,,,,
882,Detroit Pistons,125.0,New York Knicks,129.0,Box Score,OT,,,
883,Denver Nuggets,111.0,Phoenix Suns,105.0,Box Score,,,,
884,Kansas City Kings,116.0,San Antonio Spurs,123.0,Box Score,,,,
885,Buffalo Braves,113.0,Chicago Bulls,103.0,Box Score,,,,
886,Phoenix Suns,83.0,Seattle SuperSonics,95.0,Box Score,,,,
887,Denver Nuggets,93.0,Portland Trail Blazers,97.0,Box Score,,,,
888,Indiana Pacers,127.0,Philadelphia 76ers,118.0,Box Score,,,,
889,San Antonio Spurs,102.0,Milwaukee Bucks,108.0,Box Score,,,,
890,New Jersey Nets,106.0,Los Angeles Lakers,114.0,Box Score,,,,
891,New York Knicks,125.0,Kansas City Kings,112.0,Box Score,,,,
892,New Orleans Jazz,117.0,Houston Rockets,114.0,Box Score,,,,
893,Detroit Pistons,111.0,Boston Celtics,109.0,Box Score,,,,
894,Cleveland Cavaliers,111.0,Atlanta Hawks,109.0,Box Score,,,,
895,Milwaukee Bucks,123.0,Boston Celtics,111.0,Box Score,,,,
896,New Jersey Nets,109.0,Phoenix Suns,120.0,Box Score,,,,
897,Washington Bullets,114.0,Philadelphia 76ers,131.0,Box Score,,,,
898,Seattle SuperSonics,87.0,Golden State Warriors,102.0,Box Score,,,,
899,Houston Rockets,112.0,Indiana Pacers,111.0,Box Score,,,,
900,New York Knicks,118.0,Buffalo Braves,107.0,Box Score,,,,
901,Chicago Bulls,85.0,Atlanta Hawks,99.0,Box Score,,,,
902,Buffalo Braves,114.0,Boston Celtics,131.0,Box Score,,,,
903,Denver Nuggets,137.0,Detroit Pistons,139.0,Box Score,,,,
904,Cleveland Cavaliers,120.0,Kansas City Kings,117.0,Box Score,,,,
905,San Antonio Spurs,132.0,New Orleans Jazz,153.0,Box Score,,,,
906,Los Angeles Lakers,99.0,Portland Trail Blazers,114.0,Box Score,,,,
907,Golden State Warriors,105.0,Seattle SuperSonics,111.0,Box Score,,,,
908,Philadelphia 76ers,113.0,Washington Bullets,123.0,Box Score,,,,
910,Milwaukee Bucks,111.0,Phoenix Suns,103.0,Box Score,,,,
911,New York Knicks,132.0,Cleveland Cavaliers,114.0,Box Score,,,,
912,Los Angeles Lakers,90.0,Seattle SuperSonics,102.0,Box Score,,,,
913,Atlanta Hawks,94.0,Washington Bullets,103.0,Box Score,,,,
914,Washington Bullets,107.0,Atlanta Hawks,103.0,Box Score,OT,,,
915,Seattle SuperSonics,99.0,Los Angeles Lakers,105.0,Box Score,,,,
916,Phoenix Suns,90.0,Milwaukee Bucks,94.0,Box Score,,,,
917,Cleveland Cavaliers,107.0,New York Knicks,109.0,Box Score,,,,
918,Los Angeles Lakers,102.0,Seattle SuperSonics,111.0,Box Score,,,,
919,New York Knicks,90.0,Philadelphia 76ers,130.0,Box Score,,,,
920,Washington Bullets,103.0,San Antonio Spurs,114.0,Box Score,,,,
921,Milwaukee Bucks,103.0,Denver Nuggets,119.0,Box Score,,,,
922,New York Knicks,100.0,Philadelphia 76ers,119.0,Box Score,,,,
923,Seattle SuperSonics,104.0,Portland Trail Blazers,95.0,Box Score,,,,
924,Washington Bullets,121.0,San Antonio Spurs,117.0,Box Score,,,,
925,Philadelphia 76ers,137.0,New York Knicks,126.0,Box Score,,,,
926,Milwaukee Bucks,111.0,Denver Nuggets,127.0,Box Score,,,,
927,Seattle SuperSonics,93.0,Portland Trail Blazers,96.0,Box Score,,,,
928,San Antonio Spurs,105.0,Washington Bullets,118.0,Box Score,,,,
929,Philadelphia 76ers,112.0,New York Knicks,107.0,Box Score,,,,
930,San Antonio Spurs,95.0,Washington Bullets,98.0,Box Score,,,,
931,Portland Trail Blazers,84.0,Seattle SuperSonics,99.0,Box Score,,,,
932,Denver Nuggets,112.0,Milwaukee Bucks,143.0,Box Score,,,,
933,Denver Nuggets,118.0,Milwaukee Bucks,104.0,Box Score,,,,
934,Washington Bullets,105.0,San Antonio Spurs,116.0,Box Score,,,,
935,Portland Trail Blazers,98.0,Seattle SuperSonics,100.0,Box Score,,,,
936,Milwaukee Bucks,117.0,Denver Nuggets,112.0,Box Score,,,,
937,San Antonio Spurs,100.0,Washington Bullets,103.0,Box Score,,,,
938,Denver Nuggets,91.0,Milwaukee Bucks,119.0,Box Score,,,,
939,Washington Bullets,122.0,Philadelphia 76ers,117.0,Box Score,OT,,,
940,Seattle SuperSonics,89.0,Portland Trail Blazers,113.0,Box Score,,,,
942,Portland Trail Blazers,94.0,Seattle SuperSonics,105.0,Box Score,,,,
943,Milwaukee Bucks,110.0,Denver Nuggets,116.0,Box Score,,,,
944,Washington Bullets,104.0,Philadelphia 76ers,110.0,Box Score,,,,
945,Seattle SuperSonics,107.0,Denver Nuggets,116.0,Box Score,,,,
946,Philadelphia 76ers,108.0,Washington Bullets,123.0,Box Score,,,,
947,Seattle SuperSonics,121.0,Denver Nuggets,111.0,Box Score,,,,
948,Philadelphia 76ers,105.0,Washington Bullets,121.0,Box Score,,,,
949,Denver Nuggets,91.0,Seattle SuperSonics,105.0,Box Score,,,,
950,Washington Bullets,94.0,Philadelphia 76ers,107.0,Box Score,,,,
951,Denver Nuggets,94.0,Seattle SuperSonics,100.0,Box Score,,,,
952,Philadelphia 76ers,99.0,Washington Bullets,101.0,Box Score,,,,
953,Seattle SuperSonics,114.0,Denver Nuggets,123.0,Box Score,,,,
954,Denver Nuggets,108.0,Seattle SuperSonics,123.0,Box Score,,,,
955,Washington Bullets,102.0,Seattle SuperSonics,106.0,Box Score,,"14,098",,
956,Seattle SuperSonics,98.0,Washington Bullets,106.0,Box Score,,"19,035",,
957,Seattle SuperSonics,93.0,Washington Bullets,92.0,Box Score,,"19,035",,
958,Washington Bullets,120.0,Seattle SuperSonics,116.0,Box Score,OT,"39,457",Seattle Kingdome,at Kingdome
960,Washington Bullets,94.0,Seattle SuperSonics,98.0,Box Score,,"14,098",,
961,Seattle SuperSonics,82.0,Washington Bullets,117.0,Box Score,,"19,035",,
962,Washington Bullets,105.0,Seattle SuperSonics,99.0,Box Score,,"14,098",,
